"","STUDENT_ALTERNATE_ID","SCHOOL_YEAR_ID","GRADE_CODE","GENDER_CODE","ENGLISH_LEARNER_STATUS_CODE","SOCIO_ECON_STATUS_CODE","expend_per_student","Ethnicity","percentWhite","percentSPED","percentFRL","corpWhite","corpSPED","corpFRL","schoolSize","PLACEMENT_TYPE","discipline","absent"
"1",12073229,2013,"03","M",0,"1",NA,"White",0.820289855072464,0.208695652173913,0.605797101449275,0.829682365826944,0.14512595837897,0.494523548740416,345,"0",0,12
"2",12073229,2014,"04","M",0,"1",NA,"White",0.80564263322884,0.161562575355679,0.344345309862551,0.80564263322884,0.161562575355679,0.344345309862551,4147,"0",0,15.5
"3",12073229,2015,"05","M",0,"1",NA,"White",0.81419624217119,0.133611691022964,0.48643006263048,0.828456683878371,0.140562248995984,0.465289730349971,479,"0",0,13.5
"4",12073229,2016,"06","M",0,"1",NA,"White",0.81198347107438,0.152892561983471,0.518595041322314,0.823728813559322,0.148022598870057,0.507344632768362,484,"1",0,14.5
"5",12073229,2017,"07","M",0,"1",NA,"White",0.817204301075269,0.16989247311828,0.539784946236559,0.812642369020501,0.140660592255125,0.490888382687927,465,"1",0,8
"6",12553182,2013,"03","M",0,"1",NA,"White",0.820289855072464,0.208695652173913,0.605797101449275,0.829682365826944,0.14512595837897,0.494523548740416,345,"0",0,18
"7",12553182,2014,"04","M",0,"1",6518.3260864,"White",0.803964757709251,0.127753303964758,0.45374449339207,0.757247396566282,0.139600337742753,0.491274978891078,454,"1",0,15
"8",12553182,2015,"05","M",0,"1",6398.2511985,"White",0.798434442270059,0.13894324853229,0.452054794520548,0.745552103925445,0.142473877435753,0.490256989550974,511,"0",0,13.5
"9",12553182,2016,"06","M",0,"1",NA,"White",0.789366053169734,0.110429447852761,0.408997955010225,0.735285795132994,0.144453876627052,0.477504244482173,489,"1",0,23
"10",12553182,2017,"07","M",0,"1",NA,"White",0.638686131386861,0.155109489051095,0.58029197080292,0.731383737517832,0.143366619115549,0.470898716119829,548,"1",0,5.5
"11",12036922,2013,"03","M",0,"0",NA,"White",0.846560846560847,0.0899470899470899,0.0714285714285714,0.825968043759896,0.081905858644019,0.150424643731107,378,"0",0,0
"12",12036922,2014,"04","M",0,"0",NA,"White",0.855191256830601,0.0710382513661202,0.0901639344262295,0.820833333333333,0.0806034482758621,0.148563218390805,366,"0",0,1
"13",12036922,2015,"05","M",0,"0",NA,"White",0.860849056603774,0.0778301886792453,0.113207547169811,0.815141596698449,0.0781272235662445,0.148854418670841,424,"0",4,2
"14",12036922,2016,"06","M",0,"0",NA,"White",0.833568406205924,0.0860366713681241,0.159379407616361,0.812367341163153,0.0755624734682326,0.149143908306212,709,"0",3,0
"15",12036922,2017,"07","M",0,"0",NA,"White",0.827195467422096,0.0934844192634561,0.169971671388102,0.805807622504537,0.075108194890409,0.144492531062404,706,"0",1,3
"16",12070114,2013,"03","F",0,"0",NA,"White",0.846560846560847,0.0899470899470899,0.0714285714285714,0.825968043759896,0.081905858644019,0.150424643731107,378,"0",0,2
"17",12070114,2014,"04","F",0,"0",NA,"White",0.855191256830601,0.0710382513661202,0.0901639344262295,0.820833333333333,0.0806034482758621,0.148563218390805,366,"0",0,2
"18",12070114,2015,"05","F",0,"0",NA,"White",0.860849056603774,0.0778301886792453,0.113207547169811,0.815141596698449,0.0781272235662445,0.148854418670841,424,"0",0,2
"19",12070114,2016,"06","F",0,"0",NA,"White",0.833568406205924,0.0860366713681241,0.159379407616361,0.812367341163153,0.0755624734682326,0.149143908306212,709,"0",0,2.5
"20",12070114,2017,"07","F",0,"0",NA,"White",0.827195467422096,0.0934844192634561,0.169971671388102,0.805807622504537,0.075108194890409,0.144492531062404,706,"1",0,4.5
"21",12107560,2013,"03","M",0,"1",NA,"White",0.67741935483871,0.148387096774194,0.737634408602151,0.481501558476758,0.140262908253151,0.703584496544247,465,"0",3,2.5
"22",12107560,2014,"04","M",0,"1",NA,"White",0.677894736842105,0.170526315789474,0.703157894736842,0.471747919938517,0.145353693988706,0.705683830654593,475,"0",3,1
"23",12107560,2015,"05","M",0,"1",NA,"White",0.663265306122449,0.153061224489796,0.644897959183673,0.455652409863311,0.148153173014958,0.661024997456161,490,"0",5,9.5
"24",12107560,2016,"06","M",0,"1",NA,"White",0.312159709618875,0.152450090744102,0.765880217785844,0.449977254435385,0.149805787871365,0.644854253420583,551,"0",20,4.5
"25",12107560,2017,"07","M",0,"1",NA,"White",0.290697674418605,0.189922480620155,0.773255813953488,0.441326083143308,0.152920540256095,0.618067005788458,516,"0",3,8
"26",12138082,2013,"03","M",0,"1",NA,"Black",0.67741935483871,0.148387096774194,0.737634408602151,0.481501558476758,0.140262908253151,0.703584496544247,465,"0",1,5
"27",12138082,2014,"04","M",0,"1",NA,"Black",0.677894736842105,0.170526315789474,0.703157894736842,0.471747919938517,0.145353693988706,0.705683830654593,475,"0",2,4
"28",12138082,2015,"05","M",0,"1",NA,"Black",0.663265306122449,0.153061224489796,0.644897959183673,0.455652409863311,0.148153173014958,0.661024997456161,490,"0",4,3
"29",12138082,2016,"06","M",0,"1",NA,"Black",0.264864864864865,0.218018018018018,0.754954954954955,0.449977254435385,0.149805787871365,0.644854253420583,555,"1",6,0
"30",12138082,2017,"07","M",0,"0",NA,"Black",0.241818181818182,0.214545454545455,0.730909090909091,0.441326083143308,0.152920540256095,0.618067005788458,550,"1",2,1
"31",12214899,2013,"03","M",0,"1",NA,"White",0.67741935483871,0.148387096774194,0.737634408602151,0.481501558476758,0.140262908253151,0.703584496544247,465,"0",0,3.5
